row,uri,label,resource,dbpl,score,combined,editdist,altLabel,definition
342,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Diz stuff,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
341,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Diluting,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
340,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Dose concentration,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
339,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Chemical concentration,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
338,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Concentratie (oplossing),"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
337,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Mole ratio,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
336,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Concentration,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
334,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Stężenie (chemia),"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
320,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,Physical experiment,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
333,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,濃度,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
332,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Concentrazione,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
331,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Концентрация растворов,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
330,http://purl.dataone.org/odo/ECSO_00001120,Concentration,http://dbpedia.org/resource/Concentration,Concentration,1.3862944,13.862944,0,Concentración,"In chemistry, concentration is the abundance of a constituent divided by the total volume of a mixture. Several types of mathematical description can be distinguished: mass concentration, molar concentration, number concentration, and volume concentration. The term concentration can be applied to any kind of chemical mixture, but most frequently it refers to solutes and solvents in solutions. The molar (amount) concentration has variants such as normal concentration and osmotic concentration."
329,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,Scientific experiment,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
328,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,实验,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
327,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,From trying,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
326,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,Эксперимент,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
325,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,Experimental science,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
324,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,Experimentally,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
323,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,Of trying,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
322,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,True experiment,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
321,http://purl.dataone.org/odo/ECSO_00000505,Experiment,http://dbpedia.org/resource/Experiment,Experiment,1.3862944,13.862944,0,Experimented,"An experiment is an orderly procedure carried out with the goal of verifying, refuting, or establishing the validity of a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated. Experiments vary greatly in their goal and scale, but always rely on repeatable procedure and logical analysis of the results."
457,http://purl.dataone.org/odo/ECSO_00000327,Carbohydrate,http://dbpedia.org/resource/Carbohydrate,Carbohydrate,1.3862944,13.862944,0,炭水化物,"A carbohydrate is a biological molecule consisting of carbon (C), hydrogen (H) and oxygen (O) atoms, usually with a hydrogen:oxygen atom ratio of 2:1 (as in water); in other words, with the empirical formula Cm(H2O)n (where m could be different from n). Some exceptions exist; for example, deoxyribose, a sugar component of DNA, has the empirical formula C5H10O4."
460,http://purl.dataone.org/odo/ECSO_00000327,Carbohydrate,http://dbpedia.org/resource/Carbohydrate,Carbohydrate,1.3862944,13.862944,0,سكريات,"A carbohydrate is a biological molecule consisting of carbon (C), hydrogen (H) and oxygen (O) atoms, usually with a hydrogen:oxygen atom ratio of 2:1 (as in water); in other words, with the empirical formula Cm(H2O)n (where m could be different from n). Some exceptions exist; for example, deoxyribose, a sugar component of DNA, has the empirical formula C5H10O4."
459,http://purl.dataone.org/odo/ECSO_00000327,Carbohydrate,http://dbpedia.org/resource/Carbohydrate,Carbohydrate,1.3862944,13.862944,0,Plant sugar,"A carbohydrate is a biological molecule consisting of carbon (C), hydrogen (H) and oxygen (O) atoms, usually with a hydrogen:oxygen atom ratio of 2:1 (as in water); in other words, with the empirical formula Cm(H2O)n (where m could be different from n). Some exceptions exist; for example, deoxyribose, a sugar component of DNA, has the empirical formula C5H10O4."
552,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Theory of species,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
550,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Espécie,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
549,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Especie,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
548,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,物种,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
547,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Species pluralis,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
546,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Species,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
545,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Cohesion species,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
544,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Species (biology),"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
543,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Art (Biologie),"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
542,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Phylogenetic species concept,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
541,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Species and speciation,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
540,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,نوع (تصنيف),"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
539,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,種 (分類学),"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
538,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Morphospecies,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
537,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Animal species,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
536,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Specie,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
535,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Species (biological),"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
534,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Speceis,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
533,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Soort,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
532,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Nominal species,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
531,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Gatunek (biologia),"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
530,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Биологический вид,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
529,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Morphological species,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
528,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Espèce,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
527,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Biospecies,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
526,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Spp.,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
525,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Undiscovered species,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
523,http://purl.dataone.org/odo/ECSO_00000312,Organism,http://dbpedia.org/resource/Organism,Organism,1.3862944,13.862944,0,Ser vivo,"In biology, an organism is any contiguous living system, such as an animal, plant or bacterium. More than 99 percent of all species, amounting to over five billion species, that ever lived on Earth are estimated to be extinct."
551,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Biological species,"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
553,http://purl.dataone.org/odo/ECSO_00000313,Species,http://dbpedia.org/resource/Species,Species,1.3862944,13.862944,0,Species (taxonomy),"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms  where two hybrids are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem."
521,http://purl.dataone.org/odo/ECSO_00000312,Organism,http://dbpedia.org/resource/Organism,Organism,1.3862944,13.862944,0,Fauna and flora,"In biology, an organism is any contiguous living system, such as an animal, plant or bacterium. More than 99 percent of all species, amounting to over five billion species, that ever lived on Earth are estimated to be extinct."
584,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Bicarbonate,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
611,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Hydrogencarbonate,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
610,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Hco3,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
609,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Hydrogen carbonate ion,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
608,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,HCO(3)(-),"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
607,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Bicarbonate,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
606,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Sbce,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
605,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Standard bicarbonate concentration,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
604,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Bicarbonates,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
603,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Bicarbonate ion,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
602,http://purl.dataone.org/odo/ECSO_00000326,Bicarbonate,http://dbpedia.org/resource/Bicarbonate,Bicarbonate,1.3862944,13.862944,0,Hydrocarbonate,"In inorganic chemistry, bicarbonate (IUPAC-recommended nomenclature: hydrogen carbonate) is an intermediate form in the deprotonation of carbonic acid. It is a polyatomic anion with the chemical formula HCO3−.Bicarbonate serves a crucial biochemical role in the physiological pH buffering system.The term ""bicarbonate"" was coined in 1814 by the English chemist William Hyde Wollaston."
